text,level
"Don't spend the evenings with your business partners, but with your women, children and friends.",B2
She was desperate to get news of her family.,B2
Then I remembered I had tried on some rings one hour before in a shop in the center of the city. Maybe I had taken it off while I was trying them. It was a possibility!,B1
"After his heart attack, he had to take things easy for a while.",B1
I'm feeling a little under the weather this morning.,C2
Sud[d]enly I thought of a simple way to get money from him.,B1
"For each one of the famous sportsmen we recognize on television or in the newspapers, there are thousands of hopeful youngsters trying to make their way to the top.",C2
They died in the plague.,C2
He is a very disturbed child.,C2
He had wanted to do it for a long time but never had the courage.,B2
I propose that we delay our decision until we have more information.,B2
Her speech came from the heart.,C2
"In addition, the outdoor swimming pool, supposedly unpopular, happens to be constantly full of people, since waterpolo classes are given for free and there is a bar just next to it.",B2
"If you have more questions, do not hesitate to contact me.",B2
Ten years of bad government had brought about the virtual collapse of the country's economy.,C1
Ann and Charles are always good company.,C1
"I had been looking forward to seeing his performance for ages, so as soon as I realized there was a substitute on the stage, I was really disappointed.",B2
The washing machine is brand new.,B1
Pick a card from the box to send to your sister.,B1
She'll have to learn that she can't have everything she wants.,B2
I've got a DVD of the first series.,A1
"Being impatient in the jail, Tom planned for his escape.",C1
"In the first place, you were unknown people for me, but now you are my special foreign friends.",B2
He includes a few tips on growing vegetables.,B1
I was working for a social institution that looks after poor children.,B2
On Thursday if the weather is better we'll go windsurfing.,B1
"Here again, the musicians are concentrated on the energy and beauty of their surroundings and their lyrics spring from everyday observations, thus greatly enhancing the potential of small things.",C2
It seems that the decorative role of clothes will have disappeared by the year 2050.,B2
"Nowadays, I can only see buildings and roads. Not one single tree to refresh yourself from the hot and tropical sun at midday.",C1
"On the bottom of the box I found a card saying ""MARRY ME...",A2
"The dozen notebooks she had written, erased, tore apart and thrown in the trash can didn't bother her now.",B2
"I am sure you will appreciate the food, even if the services is not so good.",B2
"It took me a while to find a person whom I regard as successful, the outcome is a friend of my late father.",C2
Your promotion is a sure thing – you’re the best person for the job.,C1
I had just won a major tournament and I was feeling on top of the world.,C2
It's a new book and it has all the necessary exercises for secondary school.,A2
The robot had cut its hand.,B1
"More than 30,000 citizens cast their votes in the last city election.",C2
I put my watch on the sink in the bathroom.,A2
I'm going to tell you a story of an unlucky man.,B1
"Like all things, mobile phones have advantages and disadvantages. [...] It is said that they produce cancer and that they are a health hazard.",C1
Voters in this state are usually more likely to vote for conservative politicians.,C1
She ended her silence yesterday and spoke to a TV reporter about the accident.,C2
"Unless such a plan is presented within a month, we will put high compensation claims in a lawsuit.",C2
We always find them very hospitable.,C1
"It's so obvious that when we turn a knob on or when we switch on something and there is no electricity, we are at a loss!",C1
"But what attracted my attention even more were the roses, which were lying next to the envelope.",B1
She is a successful businesswoman.,A2
"As far as I am concerned, we are a perfect team and we would like to have more spare time as a prize for the consecutive easy wins we had.",C1
"If I went back to the beginning of the 70s, then I would probably have had a chance to work with Bill Gates and his legendary crew.",C1
I just woke up feeling miserable.,B1
Barkley and Jordan are the two best players on their respective teams.,C1
Your work is limited only by the boundaries of your imagination.,C1
I have a cold.,A2
We planted trees and bushes in our new garden.,B1
